census_tract,Measure,health_outcome_value,TotalPopulation,Geolocation,CategoryID,health_outcome_label
25021403400,Current lack of health insurance among adults aged 18-64 years,2.4,6488,POINT (-71.26723388 42.27839338),PREVENT,ACCESS2
25021410400,Cervical cancer screening among adult women aged 21-65 years,87.5,6300,POINT (-71.24140644 42.08397449),PREVENT,CERVICAL
25021417501,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",53.3,5004,POINT (-71.02109536 42.27998475),PREVENT,COREM
25021400600,Current lack of health insurance among adults aged 18-64 years,2.3,5177,POINT (-71.13941027 42.33356244),PREVENT,ACCESS2
25021419400,Cholesterol screening among adults aged >=18 years,89,3166,POINT (-70.97086584 42.2304696),PREVENT,CHOLSCREEN
25021401200,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",82.3,7031,POINT (-71.15572527 42.31096417),PREVENT,COLON_SCREEN
25021400700,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",49,3598,POINT (-71.12482476 42.33332451),PREVENT,COREW
25021419200,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",80.3,5002,POINT (-70.99453672 42.22262787),PREVENT,COLON_SCREEN
25021402101,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",44.2,3634,POINT (-71.18040993 42.26503101),PREVENT,COREW
25021422700,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",55.1,3842,POINT (-70.9453359 42.23957177),PREVENT,COREM
25021422501,Visits to doctor for routine checkup within the past year among adults aged >=18 years,72.4,4758,POINT (-70.92581665 42.20457874),PREVENT,CHECKUP
25021412300,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",82.5,4712,POINT (-71.17207024 42.21457745),PREVENT,COLON_SCREEN
25021457100,Visits to doctor for routine checkup within the past year among adults aged >=18 years,74.5,4356,POINT (-71.04965099 42.12676453),PREVENT,CHECKUP
25021416200,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",55.7,6651,POINT (-71.09607602 42.25438723),PREVENT,COREM
25021456102,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",40.5,4945,POINT (-71.08703138 42.12454999),PREVENT,COREW
25021456102,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,73.8,4945,POINT (-71.08703138 42.12454999),PREVENT,BPMED
25021456102,Current lack of health insurance among adults aged 18-64 years,4.3,4945,POINT (-71.08703138 42.12454999),PREVENT,ACCESS2
25021402101,Current lack of health insurance among adults aged 18-64 years,3,3634,POINT (-71.18040993 42.26503101),PREVENT,ACCESS2
25021400600,Cholesterol screening among adults aged >=18 years,89.5,5177,POINT (-71.13941027 42.33356244),PREVENT,CHOLSCREEN
25021404400,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,72.9,6276,POINT (-71.29614419 42.28813563),PREVENT,BPMED
25021400600,Mammography use among women aged 50-74 years,82.3,5177,POINT (-71.13941027 42.33356244),PREVENT,MAMMOUSE
25021400700,Cholesterol screening among adults aged >=18 years,89.5,3598,POINT (-71.12482476 42.33332451),PREVENT,CHOLSCREEN
25021417902,Mammography use among women aged 50-74 years,78.4,3542,POINT (-70.99068368 42.24630717),PREVENT,MAMMOUSE
25021419500,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",58.8,3077,POINT (-70.97959575 42.21069154),PREVENT,COREM
25021441204,Cholesterol screening among adults aged >=18 years,91.6,4499,POINT (-71.34502247 42.07118644),PREVENT,CHOLSCREEN
25021417702,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",55.8,2765,POINT (-70.99343251 42.2604373),PREVENT,COREM
25021409101,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",43.4,6217,POINT (-71.31242217 42.118443),PREVENT,COREW
25021400800,Current lack of health insurance among adults aged 18-64 years,2.7,5630,POINT (-71.11782598 42.33860811),PREVENT,ACCESS2
25021402400,Cholesterol screening among adults aged >=18 years,90.5,6050,POINT (-71.16660857 42.23975066),PREVENT,CHOLSCREEN
25021405100,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",49.5,5589,POINT (-71.28459876 42.23654814),PREVENT,COREW
25021412200,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",41.8,3572,POINT (-71.22073835 42.23415749),PREVENT,COREW
25021417602,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",77.9,5155,POINT (-71.00709814 42.26652344),PREVENT,COLON_SCREEN
25021442102,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",58.5,7071,POINT (-71.42992478 42.08761238),PREVENT,COREM
25021422301,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",56.7,2975,POINT (-70.96349881 42.19081795),PREVENT,COREM
25021422301,Visits to doctor for routine checkup within the past year among adults aged >=18 years,73.8,2975,POINT (-70.96349881 42.19081795),PREVENT,CHECKUP
25021416400,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,74.9,6069,POINT (-71.04932043 42.26235299),PREVENT,BPMED
25021400600,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",48.3,5177,POINT (-71.13941027 42.33356244),PREVENT,COREW
25021403500,Mammography use among women aged 50-74 years,80.9,5684,POINT (-71.23297342 42.30232955),PREVENT,MAMMOUSE
25021417901,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",37.3,6048,POINT (-70.97846633 42.24544364),PREVENT,COREW
25021415102,Cholesterol screening among adults aged >=18 years,90.6,7465,POINT (-71.14271349 42.14866971),PREVENT,CHOLSCREEN
25021416200,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,74.7,6651,POINT (-71.09607602 42.25438723),PREVENT,BPMED
25021417701,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",54.5,5417,POINT (-71.0010474 42.2523245),PREVENT,COREM
25021420302,Visits to doctor for routine checkup within the past year among adults aged >=18 years,75.9,7703,POINT (-71.04432102 42.15289856),PREVENT,CHECKUP
25021417400,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",81.5,2566,POINT (-71.00999686 42.29707942),PREVENT,COLON_SCREEN
25021401000,Cervical cancer screening among adult women aged 21-65 years,86.1,3149,POINT (-71.12104255 42.32741875),PREVENT,CERVICAL
25021411302,Cholesterol screening among adults aged >=18 years,89.5,4009,POINT (-71.28002206 42.13589837),PREVENT,CHOLSCREEN
25021413200,Mammography use among women aged 50-74 years,79.6,6079,POINT (-71.19495855 42.20279523),PREVENT,MAMMOUSE
25021411301,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",42.9,5527,POINT (-71.25455893 42.17651056),PREVENT,COREW
25021419700,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",56.9,3821,POINT (-71.00007476 42.19277638),PREVENT,COREM
25021442103,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",59.9,6946,POINT (-71.40823195 42.12084969),PREVENT,COREM
25021416300,Visits to doctor for routine checkup within the past year among adults aged >=18 years,76,4749,POINT (-71.07823803 42.26409053),PREVENT,CHECKUP
25021412200,Current lack of health insurance among adults aged 18-64 years,2.2,3572,POINT (-71.22073835 42.23415749),PREVENT,ACCESS2
25021417501,Cholesterol screening among adults aged >=18 years,88.5,5004,POINT (-71.02109536 42.27998475),PREVENT,CHOLSCREEN
25021415300,Cholesterol screening among adults aged >=18 years,92,3714,POINT (-71.1262404 42.19779156),PREVENT,CHOLSCREEN
25021418004,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",37.6,4280,POINT (-71.01050866 42.23836944),PREVENT,COREW
25021417801,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,73.2,5443,POINT (-70.96296652 42.26616374),PREVENT,BPMED
25021457100,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",53.3,4356,POINT (-71.04965099 42.12676453),PREVENT,COREM
25021419400,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",54.1,3166,POINT (-70.97086584 42.2304696),PREVENT,COREM
25021406101,Cholesterol screening among adults aged >=18 years,92.2,5537,POINT (-71.31058451 42.20256209),PREVENT,CHOLSCREEN
25021415101,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",43.5,4532,POINT (-71.15568081 42.16933121),PREVENT,COREW
25021409102,Cholesterol screening among adults aged >=18 years,91.9,5010,POINT (-71.34940818 42.11358281),PREVENT,CHOLSCREEN
25021417400,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",44.7,2566,POINT (-71.00999686 42.29707942),PREVENT,COREW
25021402300,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,78,4549,POINT (-71.15286513 42.22417101),PREVENT,BPMED
25021422400,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",80,7785,POINT (-70.9585552 42.21070836),PREVENT,COLON_SCREEN
25021411302,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",44,4009,POINT (-71.28002206 42.13589837),PREVENT,COREW
25021417100,Cholesterol screening among adults aged >=18 years,88.7,4264,POINT (-71.02428099 42.25972054),PREVENT,CHOLSCREEN
25021413401,Visits to doctor for routine checkup within the past year among adults aged >=18 years,73.7,3167,POINT (-71.2064877 42.18868928),PREVENT,CHECKUP
25021420301,Visits to dentist or dental clinic among adults aged >=18 years,66.6,6797,POINT (-71.04152541 42.16825153),PREVENT,DENTAL
25021422200,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",55.9,6815,POINT (-70.93974174 42.1659965),PREVENT,COREM
25021442101,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",58.2,5572,POINT (-71.38871777 42.09647753),PREVENT,COREM
25021400900,Mammography use among women aged 50-74 years,82.5,3865,POINT (-71.1159763 42.33331204),PREVENT,MAMMOUSE
25021456301,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",51.9,1753,POINT (-71.10961137 42.1301071),PREVENT,COREM
25021419300,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",52.1,3863,POINT (-70.9834132 42.22786085),PREVENT,COREM
25021417501,Cervical cancer screening among adult women aged 21-65 years,80.9,5004,POINT (-71.02109536 42.27998475),PREVENT,CERVICAL
25021417901,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,76.4,6048,POINT (-70.97846633 42.24544364),PREVENT,BPMED
25021413300,Cholesterol screening among adults aged >=18 years,91.3,4954,POINT (-71.21816427 42.19412838),PREVENT,CHOLSCREEN
25021440100,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,72.8,8264,POINT (-71.33612414 42.01411871),PREVENT,BPMED
25021422200,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,73.9,6815,POINT (-70.93974174 42.1659965),PREVENT,BPMED
25021419400,Visits to doctor for routine checkup within the past year among adults aged >=18 years,73.1,3166,POINT (-70.97086584 42.2304696),PREVENT,CHECKUP
25021417701,Cervical cancer screening among adult women aged 21-65 years,82.7,5417,POINT (-71.0010474 42.2523245),PREVENT,CERVICAL
25021400300,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",45.5,4110,POINT (-71.12700214 42.34703734),PREVENT,COREW
25021417902,Cholesterol screening among adults aged >=18 years,85.7,3542,POINT (-70.99068368 42.24630717),PREVENT,CHOLSCREEN
25021456402,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",57.3,5577,POINT (-71.11878358 42.1009819),PREVENT,COREM
25021456401,Cholesterol screening among adults aged >=18 years,89.7,2765,POINT (-71.12926038 42.12745755),PREVENT,CHOLSCREEN
25021456302,Visits to doctor for routine checkup within the past year among adults aged >=18 years,76,5000,POINT (-71.12181497 42.13758323),PREVENT,CHECKUP
25021404201,Visits to dentist or dental clinic among adults aged >=18 years,82.6,3658,POINT (-71.27945031 42.31824118),PREVENT,DENTAL
25021456301,Visits to doctor for routine checkup within the past year among adults aged >=18 years,72.3,1753,POINT (-71.10961137 42.1301071),PREVENT,CHECKUP
25021442102,Visits to doctor for routine checkup within the past year among adults aged >=18 years,73.1,7071,POINT (-71.42992478 42.08761238),PREVENT,CHECKUP
25021400700,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",59.4,3598,POINT (-71.12482476 42.33332451),PREVENT,COREM
25021441203,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",40.1,3730,POINT (-71.31277854 42.05843775),PREVENT,COREW
25021422302,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,72.4,6590,POINT (-70.93913353 42.18898917),PREVENT,BPMED
25021400900,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",82.2,3865,POINT (-71.1159763 42.33331204),PREVENT,COLON_SCREEN
25021409101,Current lack of health insurance among adults aged 18-64 years,5.6,6217,POINT (-71.31242217 42.118443),PREVENT,ACCESS2
25021442201,Cervical cancer screening among adult women aged 21-65 years,88.9,4166,POINT (-71.41962361 42.05053826),PREVENT,CERVICAL
25021420201,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",35.5,3505,POINT (-71.05956435 42.1786318),PREVENT,COREW
25021419200,Cervical cancer screening among adult women aged 21-65 years,86.7,5002,POINT (-70.99453672 42.22262787),PREVENT,CERVICAL
25021442101,Visits to doctor for routine checkup within the past year among adults aged >=18 years,71.3,5572,POINT (-71.38871777 42.09647753),PREVENT,CHECKUP
25021422302,Visits to doctor for routine checkup within the past year among adults aged >=18 years,72.9,6590,POINT (-70.93913353 42.18898917),PREVENT,CHECKUP
25021442103,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,69.1,6946,POINT (-71.40823195 42.12084969),PREVENT,BPMED
25021418003,Cervical cancer screening among adult women aged 21-65 years,84.1,2481,POINT (-71.02075518 42.23336834),PREVENT,CERVICAL
25021402102,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",78.8,4063,POINT (-71.1526866 42.25000665),PREVENT,COLON_SCREEN
25021443102,Cholesterol screening among adults aged >=18 years,89.7,8694,POINT (-71.47622495 42.04772961),PREVENT,CHOLSCREEN
25021413402,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,71,4244,POINT (-71.22097205 42.17938006),PREVENT,BPMED
25021420302,Current lack of health insurance among adults aged 18-64 years,6,7703,POINT (-71.04432102 42.15289856),PREVENT,ACCESS2
25021418003,Current lack of health insurance among adults aged 18-64 years,4.1,2481,POINT (-71.02075518 42.23336834),PREVENT,ACCESS2
25021416400,Current lack of health insurance among adults aged 18-64 years,2.8,6069,POINT (-71.04932043 42.26235299),PREVENT,ACCESS2
25021423100,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",45.3,7542,POINT (-70.81983377 42.23544495),PREVENT,COREW
25021402300,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",43.8,4549,POINT (-71.15286513 42.22417101),PREVENT,COREW
25021419500,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,76.7,3077,POINT (-70.97959575 42.21069154),PREVENT,BPMED
25021457200,Current lack of health insurance among adults aged 18-64 years,2.2,5651,POINT (-71.23275815 42.28842045),PREVENT,ACCESS2
25021457100,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,76,4356,POINT (-71.04965099 42.12676453),PREVENT,BPMED
25021417400,Mammography use among women aged 50-74 years,79.4,2566,POINT (-71.00999686 42.29707942),PREVENT,MAMMOUSE
25021418101,Cholesterol screening among adults aged >=18 years,88.2,4837,POINT (-71.01408196 42.25108748),PREVENT,CHOLSCREEN
25021441203,Visits to doctor for routine checkup within the past year among adults aged >=18 years,74.9,3730,POINT (-71.31277854 42.05843775),PREVENT,CHECKUP
25021442103,Visits to doctor for routine checkup within the past year among adults aged >=18 years,72.5,6946,POINT (-71.40823195 42.12084969),PREVENT,CHECKUP
25021403100,Cholesterol screening among adults aged >=18 years,93.4,6841,POINT (-71.20933113 42.27997539),PREVENT,CHOLSCREEN
25021419600,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,74.5,6766,POINT (-70.99269387 42.1803875),PREVENT,BPMED
25021416400,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",45,6069,POINT (-71.04932043 42.26235299),PREVENT,COREW
25021400100,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",55.5,4977,POINT (-71.11196828 42.34557694),PREVENT,COREM
25021414300,Mammography use among women aged 50-74 years,81.5,4736,POINT (-71.1708576 42.12452396),PREVENT,MAMMOUSE
25021410300,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,73.4,4423,POINT (-71.21440583 42.05858508),PREVENT,BPMED
25021422400,Visits to dentist or dental clinic among adults aged >=18 years,72.6,7785,POINT (-70.9585552 42.21070836),PREVENT,DENTAL
25021441204,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",58.1,4499,POINT (-71.34502247 42.07118644),PREVENT,COREM
25021456402,Visits to doctor for routine checkup within the past year among adults aged >=18 years,74.3,5577,POINT (-71.11878358 42.1009819),PREVENT,CHECKUP
25021419400,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,73.7,3166,POINT (-70.97086584 42.2304696),PREVENT,BPMED
25021417702,Visits to doctor for routine checkup within the past year among adults aged >=18 years,73.7,2765,POINT (-70.99343251 42.2604373),PREVENT,CHECKUP
25021417802,Visits to dentist or dental clinic among adults aged >=18 years,54.4,3150,POINT (-70.96584254 42.25540659),PREVENT,DENTAL
25021419600,Visits to dentist or dental clinic among adults aged >=18 years,77.1,6766,POINT (-70.99269387 42.1803875),PREVENT,DENTAL
25021421100,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",78.2,5120,POINT (-71.0185983 42.13801135),PREVENT,COLON_SCREEN
25021413500,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",53.4,4304,POINT (-71.19881379 42.16774419),PREVENT,COREM
25021419700,Cholesterol screening among adults aged >=18 years,91.7,3821,POINT (-71.00007476 42.19277638),PREVENT,CHOLSCREEN
25021400800,Visits to dentist or dental clinic among adults aged >=18 years,77.3,5630,POINT (-71.11782598 42.33860811),PREVENT,DENTAL
25021419300,Visits to doctor for routine checkup within the past year among adults aged >=18 years,72.4,3863,POINT (-70.9834132 42.22786085),PREVENT,CHECKUP
25021417200,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",76.8,8182,POINT (-71.03356848 42.27097622),PREVENT,COLON_SCREEN
25021404400,Cervical cancer screening among adult women aged 21-65 years,78.6,6276,POINT (-71.29614419 42.28813563),PREVENT,CERVICAL
25021456401,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",55.2,2765,POINT (-71.12926038 42.12745755),PREVENT,COREM
25021457200,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",60.2,5651,POINT (-71.23275815 42.28842045),PREVENT,COREM
25021456302,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",37.8,5000,POINT (-71.12181497 42.13758323),PREVENT,COREW
25021418004,Mammography use among women aged 50-74 years,78.4,4280,POINT (-71.01050866 42.23836944),PREVENT,MAMMOUSE
25021441204,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,73.8,4499,POINT (-71.34502247 42.07118644),PREVENT,BPMED
25021442102,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,71.8,7071,POINT (-71.42992478 42.08761238),PREVENT,BPMED
25021420100,Current lack of health insurance among adults aged 18-64 years,4.7,7804,POINT (-71.04329151 42.18883485),PREVENT,ACCESS2
25021422800,Mammography use among women aged 50-74 years,80.2,3852,POINT (-70.93805125 42.25304494),PREVENT,MAMMOUSE
25021441202,Cervical cancer screening among adult women aged 21-65 years,89.3,2726,POINT (-71.39401187 42.03167371),PREVENT,CERVICAL
25021409102,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",59.1,5010,POINT (-71.34940818 42.11358281),PREVENT,COREM
25021415200,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",40.9,5850,POINT (-71.10356933 42.16520098),PREVENT,COREW
25021413300,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",59.4,4954,POINT (-71.21816427 42.19412838),PREVENT,COREM
25021417901,Current lack of health insurance among adults aged 18-64 years,5.2,6048,POINT (-70.97846633 42.24544364),PREVENT,ACCESS2
25021419500,Visits to doctor for routine checkup within the past year among adults aged >=18 years,75.4,3077,POINT (-70.97959575 42.21069154),PREVENT,CHECKUP
25021400200,Cervical cancer screening among adult women aged 21-65 years,80.6,6132,POINT (-71.11963176 42.3468979),PREVENT,CERVICAL
25021422100,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",43.6,5293,POINT (-70.96661134 42.15875842),PREVENT,COREW
25021442202,Cervical cancer screening among adult women aged 21-65 years,87.2,7880,POINT (-71.38235624 42.07779929),PREVENT,CERVICAL
25021456101,Mammography use among women aged 50-74 years,80.3,3776,POINT (-71.08243461 42.1078983),PREVENT,MAMMOUSE
25021422600,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",42.6,6668,POINT (-70.93768692 42.22710694),PREVENT,COREW
25021420202,Cholesterol screening among adults aged >=18 years,88.8,6303,POINT (-71.07757841 42.19198389),PREVENT,CHOLSCREEN
25021410100,Visits to doctor for routine checkup within the past year among adults aged >=18 years,74.2,6142,POINT (-71.2678387 42.05560808),PREVENT,CHECKUP
25021400100,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",81.6,4977,POINT (-71.11196828 42.34557694),PREVENT,COLON_SCREEN
25021417802,Mammography use among women aged 50-74 years,75.9,3150,POINT (-70.96584254 42.25540659),PREVENT,MAMMOUSE
25021417100,Mammography use among women aged 50-74 years,79.2,4264,POINT (-71.02428099 42.25972054),PREVENT,MAMMOUSE
25021456402,Cholesterol screening among adults aged >=18 years,91,5577,POINT (-71.11878358 42.1009819),PREVENT,CHOLSCREEN
25021416300,Cervical cancer screening among adult women aged 21-65 years,89,4749,POINT (-71.07823803 42.26409053),PREVENT,CERVICAL
25021411200,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",45.1,6562,POINT (-71.22149492 42.15470361),PREVENT,COREW
25021413300,Visits to dentist or dental clinic among adults aged >=18 years,78.2,4954,POINT (-71.21816427 42.19412838),PREVENT,DENTAL
25021417701,Visits to dentist or dental clinic among adults aged >=18 years,71.5,5417,POINT (-71.0010474 42.2523245),PREVENT,DENTAL
25021415102,Mammography use among women aged 50-74 years,80.4,7465,POINT (-71.14271349 42.14866971),PREVENT,MAMMOUSE
25021456401,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,74.1,2765,POINT (-71.12926038 42.12745755),PREVENT,BPMED
25021412300,Visits to doctor for routine checkup within the past year among adults aged >=18 years,75.4,4712,POINT (-71.17207024 42.21457745),PREVENT,CHECKUP
25021400100,Visits to dentist or dental clinic among adults aged >=18 years,73.4,4977,POINT (-71.11196828 42.34557694),PREVENT,DENTAL
25021415101,Visits to dentist or dental clinic among adults aged >=18 years,78.8,4532,POINT (-71.15568081 42.16933121),PREVENT,DENTAL
25021416400,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",81.5,6069,POINT (-71.04932043 42.26235299),PREVENT,COLON_SCREEN
25021405100,Cervical cancer screening among adult women aged 21-65 years,90,5589,POINT (-71.28459876 42.23654814),PREVENT,CERVICAL
25021419400,Cervical cancer screening among adult women aged 21-65 years,85.4,3166,POINT (-70.97086584 42.2304696),PREVENT,CERVICAL
25021411302,Mammography use among women aged 50-74 years,79.8,4009,POINT (-71.28002206 42.13589837),PREVENT,MAMMOUSE
25021400600,Cervical cancer screening among adult women aged 21-65 years,86.3,5177,POINT (-71.13941027 42.33356244),PREVENT,CERVICAL
25021418002,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",79,7020,POINT (-70.99441435 42.23848322),PREVENT,COLON_SCREEN
25021413401,Cervical cancer screening among adult women aged 21-65 years,87.1,3167,POINT (-71.2064877 42.18868928),PREVENT,CERVICAL
25021443101,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",44.2,7638,POINT (-71.47227066 42.1050155),PREVENT,COREW
25021417400,Visits to doctor for routine checkup within the past year among adults aged >=18 years,75.1,2566,POINT (-71.00999686 42.29707942),PREVENT,CHECKUP
25021417701,Current lack of health insurance among adults aged 18-64 years,4.3,5417,POINT (-71.0010474 42.2523245),PREVENT,ACCESS2
25021440100,Cholesterol screening among adults aged >=18 years,90.1,8264,POINT (-71.33612414 42.01411871),PREVENT,CHOLSCREEN
